N,P,K,SoilType,Season,PreviousCrop,Crop,RequiredNutrient
14,12,37,Clay,Kharif,Pulses,Pulses,Phosphorus
75,58,17,Black,Summer,Sorghum,Sorghum,Potassium
27,40,25,Black,Kharif,Tomato,Tomato,Potassium
26,64,38,Black,Summer,Onion,Onion,Nitrogen
25,66,13,Red,Rabi,Barley,Barley,Potassium
43,44,18,Sandy,Kharif,Onion,Onion,Potassium
71,23,42,Black,Kharif,Wheat,Wheat,Phosphorus
12,14,40,Red,Summer,Millet,Millet,Nitrogen
47,65,47,Clay,Rabi,Potato,Potato,Nitrogen
66,13,60,Red,Rabi,Onion,Onion,Phosphorus
51,31,5,Sandy,Summer,Sunflower,Sunflower,Potassium
76,65,47,Sandy,Kharif,Sugarcane,Sugarcane,None
71,71,36,Red,Summer,Maize,Maize,Potassium
69,45,49,Clay,Kharif,Sorghum,Sorghum,Phosphorus
40,31,51,Black,Kharif,Sunflower,Sunflower,Phosphorus
21,27,28,Black,Rabi,Barley,Barley,Nitrogen
54,72,25,Black,Kharif,Sugarcane,Sugarcane,Potassium
13,25,52,Black,Summer,Millet,Millet,Nitrogen
29,56,49,Red,Summer,Barley,Barley,Nitrogen
24,36,58,Red,Rabi,Cotton,Cotton,Nitrogen
72,42,30,Sandy,Kharif,Soybean,Soybean,Potassium
67,13,14,Clay,Summer,Rice,Rice,Phosphorus
74,60,55,Sandy,Summer,Sugarcane,Sugarcane,None
73,75,6,Red,Kharif,Wheat,Wheat,Potassium
75,27,8,Sandy,Kharif,Groundnut,Groundnut,Potassium
62,34,16,Red,Summer,Groundnut,Groundnut,Potassium
53,80,59,Sandy,Rabi,Cotton,Cotton,None
74,48,11,Clay,Rabi,Rice,Rice,Potassium
31,63,60,Sandy,Summer,Soybean,Soybean,Nitrogen
22,11,23,Sandy,Rabi,Barley,Barley,Phosphorus
13,80,47,Red,Summer,Chickpea,Chickpea,Nitrogen
33,11,42,Clay,Rabi,Wheat,Wheat,Phosphorus
12,12,15,Sandy,Rabi,Rice,Rice,Nitrogen
46,47,51,Clay,Kharif,Wheat,Wheat,Nitrogen
72,57,58,Black,Summer,Sorghum,Sorghum,None
79,75,42,Black,Kharif,Sugarcane,Sugarcane,None
71,51,15,Clay,Kharif,Pulses,Pulses,Potassium
64,61,29,Black,Rabi,Millet,Millet,Potassium
44,19,10,Clay,Summer,Rice,Rice,Potassium
70,59,11,Sandy,Kharif,Cotton,Cotton,Potassium
25,41,13,Sandy,Summer,Millet,Millet,Potassium
65,58,57,Sandy,Summer,Cotton,Cotton,None
50,20,15,Red,Kharif,Sunflower,Sunflower,Potassium
16,37,24,Red,Rabi,Tomato,Tomato,Nitrogen
32,57,19,Black,Rabi,Tomato,Tomato,Potassium
78,38,50,Black,Summer,Millet,Millet,Phosphorus
62,36,12,Black,Summer,Potato,Potato,Potassium
51,52,11,Red,Kharif,Groundnut,Groundnut,Potassium
53,74,43,Sandy,Summer,Groundnut,Groundnut,None
42,74,59,Red,Summer,Maize,Maize,Nitrogen
26,80,58,Clay,Summer,Sunflower,Sunflower,Nitrogen
35,50,29,Clay,Kharif,Wheat,Wheat,Potassium
71,70,39,Clay,Rabi,Wheat,Wheat,Potassium
12,45,48,Red,Rabi,Cotton,Cotton,Nitrogen
69,51,59,Red,Rabi,Cotton,Cotton,None
62,27,54,Sandy,Kharif,Chickpea,Chickpea,Phosphorus
72,31,38,Sandy,Summer,Sunflower,Sunflower,Phosphorus
66,77,26,Black,Kharif,Groundnut,Groundnut,Potassium
74,58,16,Clay,Kharif,Potato,Potato,Potassium
62,67,42,Red,Summer,Sunflower,Sunflower,None
63,18,18,Black,Rabi,Sugarcane,Sugarcane,Phosphorus
78,16,47,Sandy,Summer,Millet,Millet,Phosphorus
38,44,52,Sandy,Summer,Groundnut,Groundnut,Nitrogen
15,57,25,Red,Kharif,Maize,Maize,Nitrogen
46,32,57,Clay,Rabi,Rice,Rice,Phosphorus
63,77,53,Sandy,Rabi,Onion,Onion,None
55,15,8,Sandy,Kharif,Pulses,Pulses,Potassium
25,75,27,Clay,Summer,Maize,Maize,Nitrogen
78,44,32,Clay,Summer,Rice,Rice,Potassium
12,21,29,Clay,Kharif,Groundnut,Groundnut,Nitrogen
57,29,59,Red,Kharif,Groundnut,Groundnut,Phosphorus
53,67,53,Red,Summer,Soybean,Soybean,None
16,79,45,Sandy,Rabi,Sugarcane,Sugarcane,Nitrogen
13,56,39,Black,Rabi,Sorghum,Sorghum,Nitrogen
29,60,40,Black,Kharif,Onion,Onion,Nitrogen
40,73,19,Black,Summer,Sugarcane,Sugarcane,Potassium
78,80,15,Clay,Summer,Pulses,Pulses,Potassium
48,22,53,Clay,Kharif,Wheat,Wheat,Phosphorus
64,64,18,Black,Summer,Rice,Rice,Potassium
29,57,10,Clay,Kharif,Potato,Potato,Potassium
72,70,37,Clay,Kharif,Rice,Rice,Potassium
56,49,31,Red,Summer,Sorghum,Sorghum,Potassium
57,15,49,Black,Rabi,Onion,Onion,Phosphorus
16,15,19,Sandy,Kharif,Rice,Rice,Phosphorus
11,65,6,Sandy,Rabi,Potato,Potato,Potassium
48,38,56,Sandy,Kharif,Chickpea,Chickpea,Phosphorus
72,54,24,Clay,Kharif,Sunflower,Sunflower,Potassium
24,65,57,Clay,Rabi,Onion,Onion,Nitrogen
23,77,23,Red,Summer,Millet,Millet,Nitrogen
25,64,49,Sandy,Rabi,Chickpea,Chickpea,Nitrogen
28,71,46,Black,Kharif,Chickpea,Chickpea,Nitrogen
65,66,6,Black,Kharif,Soybean,Soybean,Potassium
61,63,39,Red,Rabi,Soybean,Soybean,Potassium
12,32,54,Clay,Rabi,Soybean,Soybean,Nitrogen
36,25,56,Clay,Summer,Tomato,Tomato,Phosphorus
36,61,20,Sandy,Rabi,Rice,Rice,Potassium
17,15,25,Clay,Kharif,Soybean,Soybean,Phosphorus
63,11,42,Red,Summer,Barley,Barley,Phosphorus
40,29,58,Sandy,Summer,Sunflower,Sunflower,Phosphorus
69,68,32,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
27,34,14,Black,Rabi,Potato,Potato,Potassium
63,63,23,Sandy,Kharif,Cotton,Cotton,Potassium
29,18,49,Black,Kharif,Chickpea,Chickpea,Phosphorus
46,42,37,Sandy,Rabi,Tomato,Tomato,Potassium
70,39,25,Clay,Summer,Sunflower,Sunflower,Potassium
21,63,23,Clay,Summer,Chickpea,Chickpea,Nitrogen
26,75,34,Red,Kharif,Soybean,Soybean,Nitrogen
40,56,36,Black,Rabi,Sunflower,Sunflower,Potassium
72,44,16,Clay,Kharif,Tomato,Tomato,Potassium
23,14,34,Red,Summer,Millet,Millet,Phosphorus
66,55,48,Black,Summer,Maize,Maize,None
39,54,45,Black,Summer,Soybean,Soybean,Nitrogen
49,54,40,Black,Summer,Maize,Maize,Potassium
44,23,48,Red,Kharif,Onion,Onion,Phosphorus
64,13,12,Sandy,Summer,Tomato,Tomato,Potassium
43,39,32,Black,Summer,Barley,Barley,Potassium
71,41,52,Sandy,Rabi,Potato,Potato,Phosphorus
22,49,19,Red,Summer,Soybean,Soybean,Potassium
70,68,50,Clay,Summer,Sunflower,Sunflower,None
42,18,59,Black,Summer,Groundnut,Groundnut,Phosphorus
71,51,6,Clay,Summer,Millet,Millet,Potassium
15,40,56,Sandy,Summer,Chickpea,Chickpea,Nitrogen
56,24,11,Sandy,Kharif,Rice,Rice,Potassium
34,36,6,Clay,Rabi,Chickpea,Chickpea,Potassium
64,52,17,Black,Kharif,Groundnut,Groundnut,Potassium
62,76,55,Clay,Rabi,Cotton,Cotton,None
31,55,59,Sandy,Kharif,Soybean,Soybean,Nitrogen
48,74,57,Red,Kharif,Wheat,Wheat,Nitrogen
52,71,60,Sandy,Summer,Tomato,Tomato,None
77,56,56,Clay,Summer,Onion,Onion,None
29,60,6,Sandy,Summer,Pulses,Pulses,Potassium
65,16,58,Black,Summer,Pulses,Pulses,Phosphorus
35,20,41,Clay,Kharif,Sugarcane,Sugarcane,Phosphorus
10,18,55,Sandy,Kharif,Maize,Maize,Nitrogen
40,27,33,Black,Kharif,Wheat,Wheat,Phosphorus
63,24,51,Black,Rabi,Barley,Barley,Phosphorus
10,37,28,Red,Summer,Sunflower,Sunflower,Nitrogen
51,65,10,Red,Kharif,Wheat,Wheat,Potassium
57,48,5,Black,Rabi,Barley,Barley,Potassium
53,72,24,Red,Kharif,Pulses,Pulses,Potassium
68,58,13,Red,Rabi,Sugarcane,Sugarcane,Potassium
78,42,34,Clay,Kharif,Pulses,Pulses,Potassium
11,40,27,Clay,Summer,Cotton,Cotton,Nitrogen
79,46,44,Red,Summer,Sunflower,Sunflower,Potassium
12,69,24,Black,Kharif,Maize,Maize,Nitrogen
11,63,41,Black,Kharif,Sugarcane,Sugarcane,Nitrogen
24,47,21,Clay,Rabi,Sunflower,Sunflower,Potassium
19,49,33,Sandy,Kharif,Chickpea,Chickpea,Nitrogen
13,15,13,Red,Summer,Maize,Maize,Nitrogen
40,76,5,Clay,Summer,Pulses,Pulses,Potassium
65,36,54,Red,Rabi,Tomato,Tomato,Phosphorus
61,15,18,Clay,Rabi,Cotton,Cotton,Phosphorus
11,59,39,Red,Rabi,Chickpea,Chickpea,Nitrogen
49,66,20,Black,Rabi,Potato,Potato,Potassium
23,50,6,Black,Kharif,Soybean,Soybean,Potassium
18,14,8,Sandy,Rabi,Soybean,Soybean,Potassium
30,52,49,Sandy,Rabi,Soybean,Soybean,Nitrogen
40,47,49,Clay,Rabi,Sorghum,Sorghum,Nitrogen
10,39,21,Clay,Kharif,Potato,Potato,Nitrogen
39,10,27,Black,Kharif,Soybean,Soybean,Phosphorus
78,32,33,Black,Summer,Millet,Millet,Phosphorus
61,46,42,Red,Summer,Groundnut,Groundnut,Potassium
79,31,13,Red,Kharif,Barley,Barley,Potassium
38,70,9,Red,Kharif,Sugarcane,Sugarcane,Potassium
38,78,24,Red,Kharif,Sorghum,Sorghum,Potassium
29,54,29,Sandy,Rabi,Sorghum,Sorghum,Nitrogen
37,11,54,Black,Kharif,Potato,Potato,Phosphorus
36,55,32,Clay,Kharif,Sunflower,Sunflower,Potassium
41,73,19,Red,Summer,Sunflower,Sunflower,Potassium
73,45,13,Sandy,Summer,Tomato,Tomato,Potassium
23,18,46,Sandy,Rabi,Maize,Maize,Phosphorus
69,69,47,Sandy,Summer,Barley,Barley,None
49,40,29,Black,Kharif,Onion,Onion,Potassium
63,34,5,Sandy,Kharif,Maize,Maize,Potassium
75,18,7,Black,Rabi,Soybean,Soybean,Potassium
37,71,24,Clay,Rabi,Cotton,Cotton,Potassium
34,44,42,Red,Rabi,Soybean,Soybean,Nitrogen
20,32,7,Clay,Rabi,Tomato,Tomato,Potassium
13,80,43,Clay,Summer,Cotton,Cotton,Nitrogen
76,27,52,Sandy,Kharif,Soybean,Soybean,Phosphorus
37,43,16,Red,Kharif,Soybean,Soybean,Potassium
48,19,31,Black,Kharif,Pulses,Pulses,Phosphorus
11,32,45,Sandy,Rabi,Tomato,Tomato,Nitrogen
31,63,46,Sandy,Rabi,Sugarcane,Sugarcane,Nitrogen
16,32,24,Black,Kharif,Wheat,Wheat,Nitrogen
33,17,25,Sandy,Rabi,Pulses,Pulses,Phosphorus
31,24,23,Red,Rabi,Potato,Potato,Potassium
22,63,52,Clay,Kharif,Cotton,Cotton,Nitrogen
49,60,11,Sandy,Kharif,Rice,Rice,Potassium
17,70,27,Red,Kharif,Wheat,Wheat,Nitrogen
52,68,42,Red,Summer,Groundnut,Groundnut,None
67,33,14,Red,Rabi,Onion,Onion,Potassium
10,17,23,Black,Kharif,Soybean,Soybean,Nitrogen
18,76,26,Clay,Kharif,Sorghum,Sorghum,Nitrogen
25,27,8,Black,Kharif,Tomato,Tomato,Potassium
16,24,6,Sandy,Kharif,Millet,Millet,Potassium
40,31,14,Sandy,Kharif,Pulses,Pulses,Potassium
26,51,44,Black,Rabi,Rice,Rice,Nitrogen
60,42,60,Clay,Summer,Groundnut,Groundnut,Phosphorus
38,39,19,Red,Rabi,Millet,Millet,Potassium
49,29,8,Sandy,Rabi,Tomato,Tomato,Potassium
36,32,36,Red,Summer,Millet,Millet,Phosphorus
20,67,5,Clay,Rabi,Pulses,Pulses,Potassium
59,77,47,Clay,Summer,Wheat,Wheat,None
54,26,50,Sandy,Summer,Cotton,Cotton,Phosphorus
21,66,17,Black,Kharif,Barley,Barley,Potassium
64,26,14,Black,Summer,Groundnut,Groundnut,Potassium
26,20,58,Black,Rabi,Wheat,Wheat,Phosphorus
15,20,5,Red,Rabi,Barley,Barley,Potassium
24,34,8,Sandy,Summer,Tomato,Tomato,Potassium
12,22,53,Red,Kharif,Pulses,Pulses,Nitrogen
30,46,47,Sandy,Summer,Onion,Onion,Nitrogen
30,59,30,Sandy,Kharif,Soybean,Soybean,Nitrogen
70,62,15,Sandy,Summer,Barley,Barley,Potassium
27,12,15,Black,Kharif,Millet,Millet,Phosphorus
47,13,48,Sandy,Kharif,Chickpea,Chickpea,Phosphorus
70,13,20,Clay,Rabi,Cotton,Cotton,Phosphorus
78,74,48,Clay,Summer,Tomato,Tomato,None
47,26,55,Sandy,Summer,Onion,Onion,Phosphorus
37,14,7,Clay,Kharif,Groundnut,Groundnut,Potassium
54,17,39,Clay,Rabi,Barley,Barley,Phosphorus
29,77,48,Black,Kharif,Cotton,Cotton,Nitrogen
64,35,25,Red,Rabi,Soybean,Soybean,Potassium
72,19,21,Black,Rabi,Onion,Onion,Phosphorus
39,14,24,Sandy,Summer,Cotton,Cotton,Phosphorus
79,77,41,Black,Kharif,Tomato,Tomato,None
51,46,46,Clay,Kharif,Chickpea,Chickpea,Phosphorus
31,38,17,Clay,Rabi,Maize,Maize,Potassium
12,66,25,Red,Kharif,Maize,Maize,Nitrogen
55,20,50,Sandy,Summer,Cotton,Cotton,Phosphorus
69,58,57,Clay,Summer,Onion,Onion,None
76,21,13,Sandy,Kharif,Chickpea,Chickpea,Potassium
68,47,5,Sandy,Summer,Millet,Millet,Potassium
29,15,32,Clay,Summer,Maize,Maize,Phosphorus
59,20,22,Red,Kharif,Tomato,Tomato,Phosphorus
74,71,43,Clay,Summer,Sorghum,Sorghum,None
53,29,39,Black,Kharif,Millet,Millet,Phosphorus
19,62,38,Red,Summer,Rice,Rice,Nitrogen
35,34,8,Sandy,Summer,Cotton,Cotton,Potassium
21,32,47,Sandy,Summer,Rice,Rice,Nitrogen
26,61,30,Sandy,Rabi,Maize,Maize,Nitrogen
66,41,17,Red,Kharif,Wheat,Wheat,Potassium
46,25,56,Black,Kharif,Sorghum,Sorghum,Phosphorus
66,46,24,Black,Rabi,Chickpea,Chickpea,Potassium
39,36,12,Black,Kharif,Sugarcane,Sugarcane,Potassium
24,39,44,Clay,Kharif,Sugarcane,Sugarcane,Nitrogen
70,49,51,Black,Summer,Barley,Barley,Phosphorus
65,69,46,Clay,Summer,Soybean,Soybean,None
56,16,27,Black,Summer,Chickpea,Chickpea,Phosphorus
10,77,24,Black,Rabi,Tomato,Tomato,Nitrogen
75,78,59,Black,Kharif,Tomato,Tomato,None
54,47,11,Sandy,Summer,Soybean,Soybean,Potassium
56,33,43,Clay,Summer,Potato,Potato,Phosphorus
57,27,54,Clay,Rabi,Maize,Maize,Phosphorus
45,29,19,Red,Summer,Barley,Barley,Potassium
23,42,37,Clay,Kharif,Maize,Maize,Nitrogen
19,30,54,Clay,Summer,Cotton,Cotton,Nitrogen
13,80,44,Black,Summer,Potato,Potato,Nitrogen
70,80,52,Sandy,Rabi,Wheat,Wheat,None
40,26,55,Red,Rabi,Wheat,Wheat,Phosphorus
55,66,60,Clay,Summer,Barley,Barley,None
32,74,17,Sandy,Kharif,Cotton,Cotton,Potassium
53,51,51,Red,Rabi,Barley,Barley,None
71,24,19,Clay,Kharif,Soybean,Soybean,Potassium
29,37,43,Black,Kharif,Pulses,Pulses,Nitrogen
80,23,52,Red,Summer,Rice,Rice,Phosphorus
14,11,18,Red,Summer,Chickpea,Chickpea,Phosphorus
38,48,9,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
36,68,55,Sandy,Kharif,Maize,Maize,Nitrogen
22,19,27,Sandy,Rabi,Rice,Rice,Phosphorus
42,38,34,Sandy,Summer,Onion,Onion,Potassium
49,59,58,Sandy,Rabi,Pulses,Pulses,Nitrogen
60,67,48,Black,Summer,Onion,Onion,None
29,71,29,Sandy,Rabi,Wheat,Wheat,Nitrogen
23,66,44,Black,Kharif,Potato,Potato,Nitrogen
33,36,23,Red,Rabi,Soybean,Soybean,Potassium
50,10,57,Black,Rabi,Maize,Maize,Phosphorus
48,29,60,Red,Kharif,Groundnut,Groundnut,Phosphorus
76,32,15,Red,Rabi,Tomato,Tomato,Potassium
66,52,19,Clay,Rabi,Groundnut,Groundnut,Potassium
75,55,10,Clay,Summer,Tomato,Tomato,Potassium
62,24,14,Black,Rabi,Millet,Millet,Potassium
50,66,23,Black,Rabi,Sorghum,Sorghum,Potassium
40,66,59,Black,Kharif,Maize,Maize,Nitrogen
41,76,26,Black,Summer,Soybean,Soybean,Potassium
29,46,36,Sandy,Rabi,Chickpea,Chickpea,Nitrogen
31,48,57,Clay,Summer,Barley,Barley,Nitrogen
64,56,16,Black,Kharif,Groundnut,Groundnut,Potassium
65,54,57,Clay,Summer,Pulses,Pulses,None
10,42,43,Red,Rabi,Millet,Millet,Nitrogen
17,72,36,Black,Rabi,Barley,Barley,Nitrogen
57,43,23,Red,Rabi,Potato,Potato,Potassium
62,33,43,Red,Rabi,Wheat,Wheat,Phosphorus
39,30,30,Sandy,Summer,Pulses,Pulses,Phosphorus
37,48,21,Red,Kharif,Tomato,Tomato,Potassium
32,53,33,Sandy,Summer,Groundnut,Groundnut,Nitrogen
54,78,55,Sandy,Summer,Onion,Onion,None
33,19,45,Sandy,Kharif,Tomato,Tomato,Phosphorus
59,42,48,Clay,Rabi,Wheat,Wheat,Phosphorus
80,55,49,Red,Summer,Wheat,Wheat,None
48,76,27,Black,Summer,Sunflower,Sunflower,Potassium
19,72,44,Sandy,Kharif,Chickpea,Chickpea,Nitrogen
51,78,39,Black,Rabi,Sugarcane,Sugarcane,Potassium
42,67,59,Clay,Summer,Pulses,Pulses,Nitrogen
43,74,47,Black,Kharif,Sorghum,Sorghum,Nitrogen
37,17,24,Clay,Rabi,Sorghum,Sorghum,Phosphorus
54,29,17,Clay,Summer,Millet,Millet,Potassium
77,27,55,Clay,Summer,Sunflower,Sunflower,Phosphorus
52,51,19,Clay,Rabi,Tomato,Tomato,Potassium
26,74,27,Sandy,Rabi,Sunflower,Sunflower,Nitrogen
33,46,43,Red,Rabi,Barley,Barley,Nitrogen
17,67,39,Clay,Summer,Groundnut,Groundnut,Nitrogen
38,10,21,Sandy,Kharif,Potato,Potato,Phosphorus
74,10,59,Clay,Summer,Onion,Onion,Phosphorus
55,32,6,Red,Rabi,Wheat,Wheat,Potassium
49,28,52,Red,Kharif,Sugarcane,Sugarcane,Phosphorus
68,68,43,Clay,Summer,Tomato,Tomato,None
14,56,28,Red,Summer,Chickpea,Chickpea,Nitrogen
31,37,59,Red,Rabi,Tomato,Tomato,Nitrogen
64,29,11,Red,Summer,Sorghum,Sorghum,Potassium
17,64,15,Black,Rabi,Maize,Maize,Potassium
38,41,18,Red,Summer,Pulses,Pulses,Potassium
12,15,25,Black,Summer,Soybean,Soybean,Nitrogen
69,43,46,Black,Kharif,Pulses,Pulses,Phosphorus
74,53,29,Clay,Kharif,Millet,Millet,Potassium
39,69,22,Red,Summer,Pulses,Pulses,Potassium
20,13,15,Sandy,Rabi,Sugarcane,Sugarcane,Phosphorus
66,41,47,Red,Kharif,Millet,Millet,Phosphorus
58,23,58,Red,Kharif,Groundnut,Groundnut,Phosphorus
56,46,58,Sandy,Kharif,Barley,Barley,Phosphorus
66,55,26,Clay,Summer,Rice,Rice,Potassium
69,38,30,Clay,Kharif,Cotton,Cotton,Potassium
31,70,56,Clay,Kharif,Onion,Onion,Nitrogen
43,47,57,Sandy,Rabi,Rice,Rice,Nitrogen
50,75,30,Clay,Kharif,Soybean,Soybean,Potassium
44,48,9,Clay,Rabi,Groundnut,Groundnut,Potassium
11,56,31,Black,Rabi,Barley,Barley,Nitrogen
11,68,7,Black,Kharif,Cotton,Cotton,Potassium
33,10,19,Black,Rabi,Wheat,Wheat,Phosphorus
74,42,38,Clay,Summer,Sorghum,Sorghum,Potassium
54,22,23,Black,Rabi,Pulses,Pulses,Phosphorus
29,78,10,Sandy,Rabi,Groundnut,Groundnut,Potassium
14,15,18,Clay,Summer,Onion,Onion,Nitrogen
14,77,37,Clay,Kharif,Sorghum,Sorghum,Nitrogen
62,27,26,Clay,Summer,Soybean,Soybean,Potassium
65,23,13,Sandy,Rabi,Cotton,Cotton,Potassium
30,75,16,Clay,Summer,Soybean,Soybean,Potassium
71,67,24,Black,Rabi,Wheat,Wheat,Potassium
66,16,40,Clay,Kharif,Rice,Rice,Phosphorus
40,30,34,Clay,Kharif,Millet,Millet,Phosphorus
48,62,34,Sandy,Kharif,Potato,Potato,Potassium
60,24,7,Black,Summer,Cotton,Cotton,Potassium
39,58,17,Sandy,Summer,Rice,Rice,Potassium
40,18,14,Clay,Summer,Wheat,Wheat,Potassium
62,16,5,Black,Rabi,Soybean,Soybean,Potassium
48,59,22,Clay,Kharif,Barley,Barley,Potassium
21,34,34,Sandy,Kharif,Rice,Rice,Nitrogen
38,28,60,Black,Rabi,Rice,Rice,Phosphorus
66,47,26,Black,Rabi,Sunflower,Sunflower,Potassium
33,34,41,Red,Rabi,Sunflower,Sunflower,Nitrogen
55,72,31,Clay,Rabi,Wheat,Wheat,Potassium
33,41,38,Red,Kharif,Sorghum,Sorghum,Nitrogen
63,50,51,Sandy,Kharif,Chickpea,Chickpea,Phosphorus
74,14,42,Black,Summer,Potato,Potato,Phosphorus
36,42,20,Red,Summer,Rice,Rice,Potassium
41,75,36,Clay,Kharif,Sunflower,Sunflower,Potassium
48,29,53,Black,Kharif,Potato,Potato,Phosphorus
10,63,52,Sandy,Kharif,Rice,Rice,Nitrogen
13,45,51,Sandy,Rabi,Sugarcane,Sugarcane,Nitrogen
66,77,51,Sandy,Kharif,Sugarcane,Sugarcane,None
57,76,22,Red,Rabi,Millet,Millet,Potassium
74,68,14,Black,Rabi,Tomato,Tomato,Potassium
13,15,19,Sandy,Summer,Chickpea,Chickpea,Nitrogen
29,31,6,Sandy,Summer,Millet,Millet,Potassium
25,18,60,Sandy,Rabi,Potato,Potato,Phosphorus
32,33,14,Sandy,Kharif,Groundnut,Groundnut,Potassium
23,12,37,Clay,Summer,Sugarcane,Sugarcane,Phosphorus
76,54,28,Red,Rabi,Wheat,Wheat,Potassium
57,11,23,Red,Rabi,Soybean,Soybean,Phosphorus
33,27,53,Red,Summer,Groundnut,Groundnut,Phosphorus
69,72,15,Red,Kharif,Tomato,Tomato,Potassium
19,73,48,Black,Kharif,Onion,Onion,Nitrogen
32,25,57,Clay,Rabi,Potato,Potato,Phosphorus
77,29,48,Clay,Rabi,Pulses,Pulses,Phosphorus
21,45,48,Black,Kharif,Chickpea,Chickpea,Nitrogen
71,38,35,Sandy,Kharif,Sunflower,Sunflower,Potassium
70,68,59,Black,Kharif,Cotton,Cotton,None
18,70,29,Black,Summer,Groundnut,Groundnut,Nitrogen
75,77,46,Red,Rabi,Wheat,Wheat,None
25,37,14,Sandy,Kharif,Wheat,Wheat,Potassium
33,79,10,Sandy,Rabi,Soybean,Soybean,Potassium
35,37,54,Black,Kharif,Tomato,Tomato,Nitrogen
47,55,37,Black,Kharif,Sorghum,Sorghum,Potassium
42,23,15,Clay,Kharif,Pulses,Pulses,Potassium
56,44,20,Sandy,Summer,Tomato,Tomato,Potassium
78,29,51,Clay,Kharif,Wheat,Wheat,Phosphorus
26,57,35,Sandy,Summer,Cotton,Cotton,Nitrogen
57,13,23,Clay,Kharif,Pulses,Pulses,Phosphorus
53,79,31,Sandy,Kharif,Rice,Rice,Potassium
70,61,30,Sandy,Kharif,Groundnut,Groundnut,Potassium
32,60,34,Black,Rabi,Maize,Maize,Nitrogen
80,49,30,Black,Rabi,Sunflower,Sunflower,Potassium
40,34,6,Clay,Rabi,Potato,Potato,Potassium
41,78,17,Black,Kharif,Pulses,Pulses,Potassium
60,58,31,Black,Kharif,Millet,Millet,Potassium
29,63,57,Red,Kharif,Barley,Barley,Nitrogen
54,60,17,Black,Rabi,Soybean,Soybean,Potassium
31,19,40,Black,Rabi,Groundnut,Groundnut,Phosphorus
54,72,35,Clay,Kharif,Potato,Potato,Potassium
56,59,29,Red,Rabi,Sorghum,Sorghum,Potassium
31,63,10,Black,Summer,Pulses,Pulses,Potassium
17,29,37,Sandy,Kharif,Pulses,Pulses,Nitrogen
80,43,28,Sandy,Rabi,Groundnut,Groundnut,Potassium
22,16,34,Sandy,Kharif,Tomato,Tomato,Phosphorus
71,19,50,Sandy,Rabi,Soybean,Soybean,Phosphorus
40,76,55,Sandy,Summer,Wheat,Wheat,Nitrogen
40,72,38,Red,Kharif,Chickpea,Chickpea,Potassium
74,39,40,Clay,Summer,Cotton,Cotton,Phosphorus
71,48,47,Clay,Rabi,Tomato,Tomato,Potassium
53,56,50,Sandy,Summer,Soybean,Soybean,None
57,24,16,Black,Summer,Sugarcane,Sugarcane,Potassium
38,27,14,Red,Kharif,Onion,Onion,Potassium
63,45,8,Clay,Rabi,Maize,Maize,Potassium
78,75,11,Clay,Summer,Groundnut,Groundnut,Potassium
28,36,44,Sandy,Rabi,Tomato,Tomato,Nitrogen
13,12,23,Red,Kharif,Potato,Potato,Phosphorus
52,68,52,Clay,Rabi,Sorghum,Sorghum,None
14,69,44,Red,Summer,Chickpea,Chickpea,Nitrogen
74,56,53,Sandy,Summer,Rice,Rice,None
26,80,40,Red,Kharif,Groundnut,Groundnut,Nitrogen
19,76,14,Black,Kharif,Barley,Barley,Potassium
33,51,25,Black,Kharif,Sunflower,Sunflower,Potassium
21,26,26,Clay,Kharif,Sunflower,Sunflower,Nitrogen
26,69,37,Clay,Summer,Wheat,Wheat,Nitrogen
78,11,54,Red,Kharif,Sugarcane,Sugarcane,Phosphorus
51,39,38,Sandy,Rabi,Barley,Barley,Potassium
20,80,14,Red,Rabi,Potato,Potato,Potassium
75,44,5,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
10,10,25,Clay,Summer,Sugarcane,Sugarcane,Nitrogen
17,53,52,Clay,Kharif,Potato,Potato,Nitrogen
49,69,23,Black,Rabi,Rice,Rice,Potassium
31,79,12,Red,Rabi,Tomato,Tomato,Potassium
54,76,26,Red,Summer,Chickpea,Chickpea,Potassium
26,48,32,Sandy,Rabi,Sorghum,Sorghum,Nitrogen
61,42,52,Clay,Summer,Sunflower,Sunflower,Phosphorus
45,59,25,Red,Rabi,Potato,Potato,Potassium
13,79,52,Black,Rabi,Barley,Barley,Nitrogen
78,71,20,Red,Kharif,Groundnut,Groundnut,Potassium
57,48,21,Red,Summer,Chickpea,Chickpea,Potassium
44,27,39,Black,Rabi,Maize,Maize,Phosphorus
31,22,38,Clay,Rabi,Groundnut,Groundnut,Phosphorus
28,68,34,Sandy,Rabi,Pulses,Pulses,Nitrogen
37,51,55,Red,Kharif,Maize,Maize,Nitrogen
63,22,50,Sandy,Summer,Pulses,Pulses,Phosphorus
72,46,59,Sandy,Rabi,Barley,Barley,Phosphorus
58,31,27,Clay,Summer,Barley,Barley,Potassium
63,79,10,Clay,Kharif,Barley,Barley,Potassium
24,21,23,Red,Kharif,Potato,Potato,Phosphorus
30,60,39,Red,Summer,Groundnut,Groundnut,Nitrogen
12,10,18,Clay,Rabi,Soybean,Soybean,Phosphorus
61,72,29,Black,Rabi,Pulses,Pulses,Potassium
45,12,39,Clay,Summer,Sunflower,Sunflower,Phosphorus
